ADJUVANT	YEAR	DATE	COUNTY_NAME	COMTRS	SITE_NAME	PRODUCT_NAME	POUNDS_PRODUCT_APPLIED	CHEMICAL_NAME	POUNDS_CHEMICAL_APPLIED	AMOUNT_TREATED	UNIT_TREATED	AERIAL_GROUND_INDICATOR
NO	2009	24-JUN-09	SANTA BARBARA	42S04N30W01	AVOCADO (ALL OR UNSPEC)	FIRST CHOICE NARROW RANGE 415 SPRAY OIL	209.916	MINERAL OIL	205.71768	4	A	G
NO	2009	28-MAY-09	SANTA BARBARA	42S04N25W21	AVOCADO (ALL OR UNSPEC)	FIRST CHOICE NARROW RANGE 415 SPRAY OIL	13.9944	MINERAL OIL	13.714512	1	A	A
NO	2009	23-JUL-09	SANTA BARBARA	42S04N25W07	AVOCADO (ALL OR UNSPEC)	FIRST CHOICE NARROW RANGE 415 SPRAY OIL	4618.152	MINERAL OIL	4525.78896	220	A	A
NO	2009	28-MAY-09	SANTA BARBARA	42S04N25W28	AVOCADO (ALL OR UNSPEC)	FIRST CHOICE NARROW RANGE 415 SPRAY OIL	69.972	MINERAL OIL	68.57256	5	A	A
NO	2009	17-JUN-09	SANTA BARBARA	42S04N29W09	AVOCADO (ALL OR UNSPEC)	FIRST CHOICE NARROW RANGE 415 SPRAY OIL	5982.606	MINERAL OIL	5862.95388	285	A	A
NO	2009	28-MAY-09	SANTA BARBARA	42S04N25W28	AVOCADO (ALL OR UNSPEC)	FIRST CHOICE NARROW RANGE 415 SPRAY OIL	545.7816	MINERAL OIL	534.865968	26	A	A
NO	2009	09-SEP-09	SANTA BARBARA	42S04N26W12	AVOCADO (ALL OR UNSPEC)	IAP HI SUPREME SPRAY OIL	46.4814	MINERAL OIL	45.551772	1.25	A	G
NO	2009	13-JUN-09	SANTA BARBARA	42S04N30W02	AVOCADO (ALL OR UNSPEC)	IAP HI SUPREME SPRAY OIL	17.4305	MINERAL OIL	17.08189	5	A	G
NO	2009	23-JUN-09	SANTA BARBARA	42S05N30W35	AVOCADO (ALL OR UNSPEC)	IAP ORGANIC SUMMER 415 SPRAY OIL	170.3518	MINERAL OIL	166.944764	8	A	A
NO	2009	17-SEP-09	SANTA BARBARA	42S04N25W28	AVOCADO (ALL OR UNSPEC)	IAP ORGANIC SUMMER 415 SPRAY OIL	638.8194	MINERAL OIL	626.043012	30	A	A
NO	2009	09-JUL-09	SANTA BARBARA	42S04N25W17	AVOCADO (ALL OR UNSPEC)	IAP ORGANIC SUMMER 415 SPRAY OIL	191.6458	MINERAL OIL	187.812884	9	A	A
NO	2009	17-JUN-09	SANTA BARBARA	42S04N29W09	AVOCADO (ALL OR UNSPEC)	IAP ORGANIC SUMMER 415 SPRAY OIL	6068.784	MINERAL OIL	5947.40832	285	A	A
NO	2009	21-JUL-09	SANTA BARBARA	42S04N25W20	AVOCADO (ALL OR UNSPEC)	IAP ORGANIC SUMMER 415 SPRAY OIL	21.294	MINERAL OIL	20.86812	3	A	A
NO	2009	02-SEP-09	SANTA BARBARA	42S04N30W01	AVOCADO (ALL OR UNSPEC)	IAP ORGANIC SUMMER 415 SPRAY OIL	1330.8737	MINERAL OIL	1304.256226	125	A	A
NO	2009	21-JUL-09	SANTA BARBARA	42S04N25W20	AVOCADO (ALL OR UNSPEC)	IAP ORGANIC SUMMER 415 SPRAY OIL	14.196	MINERAL OIL	13.91208	2	A	A
NO	2009	21-JUL-09	SANTA BARBARA	42S04N25W20	AVOCADO (ALL OR UNSPEC)	IAP ORGANIC SUMMER 415 SPRAY OIL	28.392	MINERAL OIL	27.82416	4	A	A
NO	2009	15-JUL-09	SANTA BARBARA	42S04N25W07	AVOCADO (ALL OR UNSPEC)	IAP ORGANIC SUMMER 415 SPRAY OIL	1064.699	MINERAL OIL	1043.40502	50	A	A
NO	2009	23-JUN-09	SANTA BARBARA	42S05N30W35	AVOCADO (ALL OR UNSPEC)	IAP ORGANIC SUMMER 415 SPRAY OIL	85.1759	MINERAL OIL	83.472382	4	A	A
NO	2009	15-JUN-09	SANTA BARBARA	42S04N30W01	AVOCADO (ALL OR UNSPEC)	IAP ORGANIC SUMMER 415 SPRAY OIL	1419.5986	MINERAL OIL	1391.206628	100	A	G
NO	2009	09-JUL-09	SANTA BARBARA	42S04N25W20	AVOCADO (ALL OR UNSPEC)	IAP ORGANIC SUMMER 415 SPRAY OIL	298.1157	MINERAL OIL	292.153386	14	A	A
NO	2009	30-JUN-09	SANTA BARBARA	42S04N26W16	AVOCADO (ALL OR UNSPEC)	IAP ORGANIC SUMMER 415 SPRAY OIL	63.8819	MINERAL OIL	62.604262	1.5	A	G
NO	2009	30-JUN-09	SANTA BARBARA	42S04N26W16	AVOCADO (ALL OR UNSPEC)	IAP ORGANIC SUMMER 415 SPRAY OIL	42.588	MINERAL OIL	41.73624	1	A	G
NO	2009	21-JUL-09	SANTA BARBARA	42S05N30W35	AVOCADO (ALL OR UNSPEC)	IAP ORGANIC SUMMER 415 SPRAY OIL	340.7037	MINERAL OIL	333.889626	8	A	G
NO	2009	15-JUL-09	SANTA BARBARA	42S04N25W27	AVOCADO (ALL OR UNSPEC)	IAP ORGANIC SUMMER 415 SPRAY OIL	127.7639	MINERAL OIL	125.208622	14.5	A	G
NO	2009	02-JUN-09	SANTA BARBARA	42S04N26W16	AVOCADO (ALL OR UNSPEC)	IAP ORGANIC SUMMER 415 SPRAY OIL	894.3471	MINERAL OIL	876.460158	42	A	A
NO	2009	21-JUL-09	SANTA BARBARA	42S04N25W20	AVOCADO (ALL OR UNSPEC)	IAP ORGANIC SUMMER 415 SPRAY OIL	28.392	MINERAL OIL	27.82416	4	A	A
NO	2009	26-JUN-09	SANTA BARBARA	42S05N31W26	AVOCADO (ALL OR UNSPEC)	IAP ORGANIC SUMMER 415 SPRAY OIL	1863.2232	MINERAL OIL	1825.958736	350	A	A
NO	2009	22-JUN-09	SANTA BARBARA	42S04N29W01	AVOCADO (ALL OR UNSPEC)	IAP ORGANIC SUMMER 415 SPRAY OIL	1064.699	MINERAL OIL	1043.40502	50	A	A
NO	2009	30-JUN-09	SANTA BARBARA	42S04N26W16	AVOCADO (ALL OR UNSPEC)	IAP ORGANIC SUMMER 415 SPRAY OIL	42.588	MINERAL OIL	41.73624	1	A	G
NO	2009	06-JUL-09	SANTA BARBARA	42S04N25W04	AVOCADO (ALL OR UNSPEC)	IAP ORGANIC SUMMER 415 SPRAY OIL	149.0579	MINERAL OIL	146.076742	7	A	A
NO	2009	02-JUL-09	SANTA BARBARA	42S04N27W04	AVOCADO (ALL OR UNSPEC)	IAP ORGANIC SUMMER 415 SPRAY OIL	283.9197	MINERAL OIL	278.241306	8	A	G
NO	2009	17-JUN-09	SANTA BARBARA	42S04N25W27	AVOCADO (ALL OR UNSPEC)	LEAF LIFE GAVICIDE GREEN 415	70.9799	MINERAL OIL	69.560302	10	A	A
NO	2009	25-AUG-09	SANTA BARBARA	42S04N25W27	AVOCADO (ALL OR UNSPEC)	LEAF LIFE GAVICIDE GREEN 415	70.9799	MINERAL OIL	69.560302	1	A	A
NO	2009	25-AUG-09	SANTA BARBARA	42S04N25W26	AVOCADO (ALL OR UNSPEC)	LEAF LIFE GAVICIDE GREEN 415	603.3294	MINERAL OIL	591.262812	8.5	A	A
N/A	2009	14-JUL-09	SANTA BARBARA	42S04N30W01	AVOCADO (ALL OR UNSPEC)	MILLER NU FILM P	1.4626	N/A	N/A	12.2	A	A
N/A	2009	14-JUL-09	SANTA BARBARA	42S05N30W36	AVOCADO (ALL OR UNSPEC)	MILLER NU FILM P	18.3976	N/A	N/A	153	A	A
N/A	2009	14-JUL-09	SANTA BARBARA	42S05N30W19	AVOCADO (ALL OR UNSPEC)	MILLER NU FILM P	4.0798	N/A	N/A	34.2	A	A
N/A	2009	14-JUL-09	SANTA BARBARA	42S04N30W01	AVOCADO (ALL OR UNSPEC)	MILLER NU FILM P	1.2749	N/A	N/A	10.6	A	A
NO	2009	01-JUL-09	SANTA BARBARA	42S05N31W24	AVOCADO (ALL OR UNSPEC)	OMNI OIL 6-E	941.0779	MINERAL OIL	922.256342	65.1	A	A
NO	2009	12-JUN-09	SANTA BARBARA	42S04N25W23	AVOCADO (ALL OR UNSPEC)	OMNI OIL 6-E	1105.875	MINERAL OIL	1083.7575	68	A	A
NO	2009	22-JUL-09	SANTA BARBARA	42S04N25W34	AVOCADO (ALL OR UNSPEC)	OMNI OIL 6-E	21.6838	MINERAL OIL	21.250124	1.5	A	G
NO	2009	12-JUL-09	SANTA BARBARA	42S04N25W25	AVOCADO (ALL OR UNSPEC)	OMNI OIL 6-E	3.614	MINERAL OIL	3.54172	1	A	G
NO	2009	23-JUN-09	SANTA BARBARA	42S04N25W20	AVOCADO (ALL OR UNSPEC)	OMNI OIL 6-E	126.489	MINERAL OIL	123.95922	7	A	G
NO	2009	06-JUN-09	SANTA BARBARA	42S04N25W28	AVOCADO (ALL OR UNSPEC)	OMNI OIL 6-E	43.3676	MINERAL OIL	42.500248	5	A	G
NO	2009	09-JUN-09	SANTA BARBARA	42S04N25W10	AVOCADO (ALL OR UNSPEC)	OMNI OIL 6-E	260.2059	MINERAL OIL	255.001782	30	A	A
NO	2009	01-JUL-09	SANTA BARBARA	42S05N31W24	AVOCADO (ALL OR UNSPEC)	OMNI OIL 6-E	325.2573	MINERAL OIL	318.752154	45	A	A
NO	2009	16-SEP-09	SANTA BARBARA	42S04N29W07	AVOCADO (ALL OR UNSPEC)	OMNI SUPREME SPRAY	901.7225	MINERAL OIL	883.68805	250	A	A
NO	2009	23-JUN-09	SANTA BARBARA	42S04N25W27	AVOCADO (ALL OR UNSPEC)	OMNI SUPREME SPRAY	1478.8249	MINERAL OIL	1449.248402	49	A	G
NO	2009	01-JUL-09	SANTA BARBARA	42S05N28W36	AVOCADO (ALL OR UNSPEC)	OMNI SUPREME SPRAY	115.4205	MINERAL OIL	113.11209	4	A	G
NO	2009	29-JUN-09	SANTA BARBARA	42S04N28W10	AVOCADO (ALL OR UNSPEC)	OMNI SUPREME SPRAY	151.4894	MINERAL OIL	148.459612	5	A	G
NO	2009	26-JUN-09	SANTA BARBARA	42S05N30W36	AVOCADO (ALL OR UNSPEC)	OMNI SUPREME SPRAY	23.0841	MINERAL OIL	22.622418	12.2	A	G
NO	2009	29-MAY-09	SANTA BARBARA	42S04N25W19	AVOCADO (ALL OR UNSPEC)	OMNI SUPREME SPRAY	162.3101	MINERAL OIL	159.063898	5	A	G
NO	2009	21-SEP-09	SANTA BARBARA	42S04N25W20	AVOCADO (ALL OR UNSPEC)	OMNI SUPREME SPRAY	54.1034	MINERAL OIL	53.021332	2	A	G
NO	2009	19-AUG-09	SANTA BARBARA	42S04N25W21	AVOCADO (ALL OR UNSPEC)	OMNI SUPREME SPRAY	605.9575	MINERAL OIL	593.83835	17	A	G
NO	2009	24-JUL-09	SANTA BARBARA	42S04N28W08	AVOCADO (ALL OR UNSPEC)	OMNI SUPREME SPRAY	122.6343	MINERAL OIL	120.181614	6	A	G
NO	2009	21-SEP-09	SANTA BARBARA	42S04N25W21	AVOCADO (ALL OR UNSPEC)	OMNI SUPREME SPRAY	11.2715	MINERAL OIL	11.04607	1	A	G
NO	2009	28-SEP-09	SANTA BARBARA	42S04N25W21	AVOCADO (ALL OR UNSPEC)	OMNI SUPREME SPRAY	706.9504	MINERAL OIL	692.811392	15	A	G
NO	2009	28-JUL-09	SANTA BARBARA	42S04N28W23	AVOCADO (ALL OR UNSPEC)	OMNI SUPREME SPRAY	28.8551	MINERAL OIL	28.277998	1	A	G
NO	2009	28-JUN-09	SANTA BARBARA	42S05N30W36	AVOCADO (ALL OR UNSPEC)	OMNI SUPREME SPRAY	49.0537	MINERAL OIL	48.072626	24.5	A	G
NO	2009	14-NOV-09	SANTA BARBARA	42S04N27W18	BEANS (ALL OR UNSPEC)	PETRO CANADA PURESPRAY GREEN	.6748	MINERAL OIL	.661304	9000	S	G
NO	2009	21-JUL-09	SANTA BARBARA	42S04N27W18	BEANS (ALL OR UNSPEC)	PETRO CANADA PURESPRAY GREEN	57.5836	MINERAL OIL	56.431928	4	A	G
N/A	2009	03-SEP-09	SANTA BARBARA	42S10N34W33	BEANS, SUCCULENT (OTHER THAN LIMA)	PHT CROP OIL CONCENTRATE CA	10.4125	N/A	N/A	5	A	G
N/A	2009	29-AUG-09	SANTA BARBARA	42S10N34W33	BEANS, SUCCULENT (OTHER THAN LIMA)	PHT CROP OIL CONCENTRATE CA	10.4125	N/A	N/A	5	A	G
N/A	2009	29-JUN-09	SANTA BARBARA	42S10N34W33	BEANS, SUCCULENT (OTHER THAN LIMA)	PHT CROP OIL CONCENTRATE CA	10.4125	N/A	N/A	5	A	G
N/A	2009	09-SEP-09	SANTA BARBARA	42S10N34W33	BEANS, SUCCULENT (OTHER THAN LIMA)	PHT CROP OIL CONCENTRATE CA	20.825	N/A	N/A	10	A	G
N/A	2009	06-JUN-09	SANTA BARBARA	42S10N34W33	BEANS, SUCCULENT (OTHER THAN LIMA)	PHT CROP OIL CONCENTRATE CA	10.4125	N/A	N/A	5	A	G
N/A	2009	29-AUG-09	SANTA BARBARA	42S10N34W33	BEANS, SUCCULENT (OTHER THAN LIMA)	PHT CROP OIL CONCENTRATE CA	10.4125	N/A	N/A	5	A	G
N/A	2009	10-AUG-09	SANTA BARBARA	42S10N34W33	BEANS, SUCCULENT (OTHER THAN LIMA)	PHT CROP OIL CONCENTRATE CA	10.4125	N/A	N/A	5	A	G
N/A	2009	07-SEP-09	SANTA BARBARA	42S10N34W33	BEANS, SUCCULENT (OTHER THAN LIMA)	PHT CROP OIL CONCENTRATE CA	10.4125	N/A	N/A	5	A	G
N/A	2009	03-SEP-09	SANTA BARBARA	42S10N34W33	BEANS, SUCCULENT (OTHER THAN LIMA)	PHT CROP OIL CONCENTRATE CA	10.4125	N/A	N/A	5	A	G
N/A	2009	18-JUL-09	SANTA BARBARA	42S10N34W33	BEANS, SUCCULENT (OTHER THAN LIMA)	PHT CROP OIL CONCENTRATE CA	10.4125	N/A	N/A	5	A	G
N/A	2009	23-JUN-09	SANTA BARBARA	42S10N34W33	BEANS, SUCCULENT (OTHER THAN LIMA)	PHT CROP OIL CONCENTRATE CA	10.4125	N/A	N/A	5	A	G
N/A	2009	27-JUL-09	SANTA BARBARA	42S10N34W33	BEANS, SUCCULENT (OTHER THAN LIMA)	PHT CROP OIL CONCENTRATE CA	10.4125	N/A	N/A	5	A	G
N/A	2009	12-JUN-09	SANTA BARBARA	42S10N34W33	BEANS, SUCCULENT (OTHER THAN LIMA)	PHT CROP OIL CONCENTRATE CA	10.4125	N/A	N/A	5	A	G
N/A	2009	24-JUN-09	SANTA BARBARA	42S10N34W33	BEANS, SUCCULENT (OTHER THAN LIMA)	PHT CROP OIL CONCENTRATE CA	10.4125	N/A	N/A	5	A	G
N/A	2009	30-APR-09	SANTA BARBARA	42S04N25W34	BLACKBERRY	MILLER NU FILM P	.8468	N/A	N/A	4.5	A	G
NO	2009	28-MAR-09	SANTA BARBARA	42S08N34W15	BLACKBERRY	ORGANIC JMS STYLET-OIL	92.1562	MINERAL OIL	89.4836702	8.5	A	G
NO	2009	30-APR-09	SANTA BARBARA	42S08N34W15	BLACKBERRY	ORGANIC JMS STYLET-OIL	72.2794	MINERAL OIL	70.1832974	10	A	G
NO	2009	11-JUL-09	SANTA BARBARA	42S08N34W15	BLACKBERRY	ORGANIC JMS STYLET-OIL	21.6838	MINERAL OIL	21.0549698	6	A	G
NO	2009	26-AUG-09	SANTA BARBARA	42S08N34W15	BLACKBERRY	ORGANIC JMS STYLET-OIL	16.2629	MINERAL OIL	15.7912759	4.5	A	G
NO	2009	14-APR-09	SANTA BARBARA	42S08N34W15	BLACKBERRY	ORGANIC JMS STYLET-OIL	92.1562	MINERAL OIL	89.4836702	8.5	A	G
NO	2009	11-AUG-09	SANTA BARBARA	42S08N34W15	BLACKBERRY	ORGANIC JMS STYLET-OIL	16.2629	MINERAL OIL	15.7912759	4.5	A	G
N/A	2009	03-MAY-09	SANTA BARBARA	42S07N31W26	BOK CHOY (WONG BOK)	MILLER NU FILM P	1.9244	N/A	N/A	8	A	G
N/A	2009	26-JUN-09	SANTA BARBARA	42S10N35W22	BROCCOLI	IN-PLACE	3.8838	N/A	N/A	11.3	A	G
N/A	2009	30-MAY-09	SANTA BARBARA	42S10N34W07	BROCCOLI	IN-PLACE	8.2072	N/A	N/A	18	A	G
N/A	2009	22-JUN-09	SANTA BARBARA	42S10N34W17	BROCCOLI	IN-PLACE	5.4959	N/A	N/A	12	A	G
N/A	2009	21-MAR-09	SANTA BARBARA	42S09N34W08	BROCCOLI	IN-PLACE	1.832	N/A	N/A	4	A	G
N/A	2009	29-DEC-09	SANTA BARBARA	42S10N34W08	BROCCOLI	IN-PLACE	3.4441	N/A	N/A	10	A	G
N/A	2009	13-MAR-09	SANTA BARBARA	42S10N34W07	BROCCOLI	IN-PLACE	15.0955	N/A	N/A	16.5	A	G
N/A	2009	29-DEC-09	SANTA BARBARA	42S10N34W08	BROCCOLI	IN-PLACE	3.4441	N/A	N/A	10	A	G
N/A	2009	05-MAR-09	SANTA BARBARA	42S10N35W10	BROCCOLI	MILLER NU FILM P	2.5403	N/A	N/A	10.7	A	A
N/A	2009	05-MAR-09	SANTA BARBARA	42S10N35W10	BROCCOLI	MILLER NU FILM P	2.0784	N/A	N/A	8.6	A	A
NO	2009	30-SEP-09	SANTA BARBARA	42S10N26W16	CARROTS, GENERAL	TELONE II CA	21932.0437	1,3-DICHLOROPROPENE	21383.7426075	181	A	G
N/A	2009	12-NOV-09	SANTA BARBARA	42S08N31W34	CAULIFLOWER	IN-PLACE	2.2716	N/A	N/A	4	A	G
N/A	2009	29-DEC-09	SANTA BARBARA	42S10N34W05	CAULIFLOWER	IN-PLACE	4.6166	N/A	N/A	10	A	G
N/A	2009	26-JUN-09	SANTA BARBARA	42S10N35W22	CAULIFLOWER	IN-PLACE	5.1295	N/A	N/A	15	A	G
N/A	2009	13-AUG-09	SANTA BARBARA	42S10N35W21	CELERY, GENERAL	IN-PLACE	1.1725	N/A	N/A	7	A	G
N/A	2009	01-SEP-09	SANTA BARBARA	42S10N35W28	CELERY, GENERAL	IN-PLACE	7.3279	N/A	N/A	8	A	G
N/A	2009	09-SEP-09	SANTA BARBARA	42S10N34W06	CELERY, GENERAL	IN-PLACE	1.5389	N/A	N/A	4.5	A	G
N/A	2009	15-SEP-09	SANTA BARBARA	42S10N35W07	CELERY, GENERAL	IN-PLACE	1.1725	N/A	N/A	3.5	A	G
N/A	2009	13-APR-09	SANTA BARBARA	42S10N35W28	CELERY, GENERAL	IN-PLACE	3.5174	N/A	N/A	3.84	A	G
N/A	2009	13-APR-09	SANTA BARBARA	42S10N35W28	CELERY, GENERAL	IN-PLACE	9.1599	N/A	N/A	10	A	G
N/A	2009	21-APR-09	SANTA BARBARA	42S10N35W28	CELERY, GENERAL	IN-PLACE	3.8105	N/A	N/A	4.16	A	G
N/A	2009	24-APR-09	SANTA BARBARA	42S10N35W07	CELERY, GENERAL	IN-PLACE	1.9785	N/A	N/A	5.8	A	G
N/A	2009	04-MAY-09	SANTA BARBARA	42S10N35W07	CELERY, GENERAL	IN-PLACE	2.0518	N/A	N/A	6	A	G
N/A	2009	19-MAY-09	SANTA BARBARA	42S10N35W28	CELERY, GENERAL	IN-PLACE	6.4486	N/A	N/A	7	A	G
N/A	2009	04-JUN-09	SANTA BARBARA	42S10N34W08	CELERY, GENERAL	IN-PLACE	3.4441	N/A	N/A	7.5	A	G
N/A	2009	09-JUN-09	SANTA BARBARA	42S10N33W21	CELERY, GENERAL	IN-PLACE	7.1813	N/A	N/A	7.8	A	G
N/A	2009	22-JUL-09	SANTA BARBARA	42S10N34W06	CELERY, GENERAL	IN-PLACE	3.7372	N/A	N/A	11	A	G
N/A	2009	10-AUG-09	SANTA BARBARA	42S10N34W06	CELERY, GENERAL	IN-PLACE	2.8579	N/A	N/A	10	A	G
N/A	2009	14-AUG-09	SANTA BARBARA	42S10N35W07	CELERY, GENERAL	IN-PLACE	1.0259	N/A	N/A	3.5	A	G
N/A	2009	20-AUG-09	SANTA BARBARA	42S10N34W17	CELERY, GENERAL	IN-PLACE	5.7158	N/A	N/A	12.5	A	G
N/A	2009	25-AUG-09	SANTA BARBARA	42S10N34W06	CELERY, GENERAL	IN-PLACE	2.7846	N/A	N/A	12.3	A	G
N/A	2009	02-SEP-09	SANTA BARBARA	42S10N33W21	CELERY, GENERAL	IN-PLACE	6.9615	N/A	N/A	7.6	A	G
N/A	2009	15-SEP-09	SANTA BARBARA	42S10N35W07	CELERY, GENERAL	IN-PLACE	1.1725	N/A	N/A	3.5	A	G
